index,coref_content,industry
41,Some of the harshest lines have been smoothed out and replaced instead by a series of angled shapes to promote a sense of flowing and modernization over its predecessor.,automotiveEngineering
42,"It should come as no surprise that BMW would present something special at this weekend’s Concorso d’Eleganza at Villa d’Este, as this year marks the 20th anniversary of their involvement with the event.",automotiveEngineering
42,"And yet, when their latest concept car rolled onto the stage at the opening party it was clear their’d caught the crowd off guard.",automotiveEngineering
42,They did so in a way automakers rarely do (especially one as hyper-focused on the future as BMW)‚ by digging into an obscure moment from the brand’s past.,automotiveEngineering
42,"What started as a personal fascination with a faded photograph for BMW’s senior vice president of design Adrian Von Hooydonk, ended up being an incredible project that recreated a classic concept car: the Garmisch.",automotiveEngineering
42,The first time the Garmisch concept rolled out in front of an audience was at the 1970 Geneva Motor Show.,automotiveEngineering
42,"A stunning and unique take on BMW’s “Neue Klasse” design language, by the Turin-based design studio Bertone, the Garmisch had been commissioned by Nuccio Bertone himself.",automotiveEngineering
42,"He “wanted to consolidate He existing relationship with BMW by designing a surprise show car for the Geneva Motor Show” says Marcello Gandini, who was head of Bertone’s design department at the time.",automotiveEngineering
42,"Gandini (who is highly regarded in the automotive design world for having penned a few legendary cars while at Bertone, such as the Lancia Stratos Zero, Lamborghini Miura and Countach) tells us, “us wanted to create a modern mid-size coupe that was faithful to BMW’s design language, but was more futuristic and even a bit provocative.”",automotiveEngineering
43,"Mercedes-Benz is currently engaging in a pocket rocket assault, debuting a slew of new sub-compact models.",automotiveEngineering
43,We've already seen the new A-Class and CLA in the new A-Class and CLA base forms and performance-oriented AMG 35 variants with over 300 horsepower.,automotiveEngineering
43,"There are also more hardcore AMG 45 variants on the way, which will pack over 400 hp.",automotiveEngineering
43,"Mercedes is also planning a brand-new SUV called the GLB, which will be based on the same platform as the A-Class and CLA and will come in an AMG 35 flavor as well.",automotiveEngineering
43,But the GLB won't be the only sub-compact crossover in the Mercedes lineup.,automotiveEngineering
43,Autocar reports that another nameplate is set to come back with massive improvements.,automotiveEngineering
43,"The new MFA platform will also spawn a second generation GLA, which will sit below the GLB and compete against the Audi Q3, BMW X1, and Volvo XC40.",automotiveEngineering
43,Autocar says the new GLA will make the new GLA debut later this year at the 2019 Frankfurt Motor Show in September.,automotiveEngineering
43,"Unlike the GLB, which adopts a boxy, G-Wagon-inspired aesthetic, the GLA will retain the GLA more curvaceous shape.",automotiveEngineering
44,Toyota’s Land Cruiser SUV has long held a reputation for being the world’s toughest truck.,automotiveEngineering
44,"Land Cruisers dot the Australian outback, serve as emergency vehicles in the far reaches of South America and ferry United Nations Peacekeepers to conflict zones around the world.",automotiveEngineering
44,"This, the Lexus LX 570, is the Land Cruiser’s luxurious corporate cousin.",automotiveEngineering
44,"With a more aggressive design, better interior materials and a new two-row option for a lower price, it’s starting to make sense.",automotiveEngineering
44,"It’s not perfect, but the LX 570 two-row is the best competitor Japan has to offer against the Range Rover.",automotiveEngineering
44,"Toyota’s Land Cruiser and Lexus LX 570 are both built for off-roading, with four-wheel drive, locking differentials and a low-range gearbox for rock crawling.",automotiveEngineering
44,"That doesn’t leave a lot of space for the third row to fold, so previous versions of the Toyota twins have featured third-row seats that flip up and to the site.",automotiveEngineering
44,"If you wanted a full cargo area, you had to remove the seats.",automotiveEngineering
44,"Otherwise, they stayed folded up and looking goofy.",automotiveEngineering
44,"Now, you can get an LX 570 with only two rows of seats.",automotiveEngineering
44,"This maximizes cargo space and reduces cost, allowing the big Lexus to better compete with Land Rover’s Range Rover and Mercedes’ G-Class, both of which offer only two rows of seats.",automotiveEngineering
44,"The LX starts at $87,375 with destination charges, around $5,000 less than the three-row model.",automotiveEngineering
44,"Our tester had a sticker price of $88,195.",automotiveEngineering
45,"If you haven’t shopped for a new ride lately, you might be surprised that Kia has been making waves, offering competitive vehicles at a good value.",automotiveEngineering
45,But a large seven- or eight-seat crossover was missing from a large seven- or eight-seat crossover lineup until now.,automotiveEngineering
45,"Kia seems to be taking the same approach with the 2020 Telluride, especially if you choose the top-of-the-line $46,860 Telluride SX model.",automotiveEngineering
45,That price is less than a top-trim level Chevy Traverse or Honda Pilot.,automotiveEngineering
45,It might cost less but you don’t notice It in the interior as It’s near luxury-class nice with a premium look and feel.,automotiveEngineering
45,My tester came with the Prestige package that adds Nappa leather seat trim — a step above in quality than most of the competitors in this size class.,automotiveEngineering
45,The front and second row seats are heated and ventilated.,automotiveEngineering
45,"The front seats, and especially the 12-way power adjustable driver’s seat, make it easy to find a comfortable seating position.",automotiveEngineering
45,Passengers in the second row are treated to captain’s chairs that slide and recline and offer plenty of space and comfort for the long haul.,automotiveEngineering
45,Even riders in the third row are treated better than most other third rows in the class.,automotiveEngineering
45,Climbing through the middle of the second row is easy for children or small adults.,automotiveEngineering
45,The second row seats also tip and move forward for easy access.,automotiveEngineering
45,Or fold all the seats and get plenty of storage for large bulky items.,automotiveEngineering
45,The lift to get cargo inside is pretty high for this big ride.,automotiveEngineering
45,The SX trim level also comes with a large power sunroof and a large rear fixed sunroof in the back.,automotiveEngineering
46,The 2019 Jeep Wrangler continues to stand alone as a truly one-of-a-kind vehicle.,automotiveEngineering
46,Its iconic shape and stellar off-road capability haven't wavered through updates and redesigns.,automotiveEngineering
46,"Even the all-new, modernized JL Wrangler introduced last year stays true to the Wrangler ethos.",automotiveEngineering
46,"Jeep doesn't cut corners or compromise when it comes to the Wrangler's capabilities, and the Wrangler continues to be a top choice for off-road enthusiasts everywhere.",automotiveEngineering
46,"Even as Jeep continues to make the hardcore Rubicon for folks who want the highest performance possible, the body-on-frame vehicle has gotten more accessible for daily driving duties.",automotiveEngineering
46,"We still wouldn't recommend anybody make it anybody commuter car, but the Wrangler is considerably more refined and easy to live with in 2019 than ever before.",automotiveEngineering
47,"After almost 12 months with the CR-V LX, it's time to review how the accessories I got have held up.",automotiveEngineering
47,"Just after we got Honda's base-model compact SUV last year, I added a few accessories to make it better.",automotiveEngineering
47,"The most expensive accessory was the surfboard rack, but I also got all-season floor mats, a cargo tray, and a cargo basket.",automotiveEngineering
47,Here's how they've performed.,automotiveEngineering
47,"You have to buy the crossbars ($249), roof rails ($399), and surfboard attachment ($150), for a total of $798.",automotiveEngineering
47,The roof rails have to be installed by the dealer.,automotiveEngineering
47,"At almost $800, the rack is pretty expensive, but the rack does the rack job very well.",automotiveEngineering
47,"I've attached a couple of boards, and it's easy to secure a couple of boards thanks to the way the rack is designed.",automotiveEngineering
47,"I haven't had a bad experience with it, and besides that, I like the way the CR-V looks with the crossbars and roof rails.",automotiveEngineering
47,It adds a touch of ruggedness.,automotiveEngineering
48,"Last year, Toyota sold nearly 140,000 of the things, despite the current generation dating to 2010, and the 4Runner outsells every Lexus car, combined.",automotiveEngineering
48,"I always try to warn people what people’re getting into with the 4Runner, which is to say, a time machine that takes you back to the era of keyed ignitions and horrible gas mileage.",automotiveEngineering
48,I typically launch into a sermon on the dynamic and packaging virtues of the Highlander.,automotiveEngineering
48,"It’s so much better to drive, I say.",automotiveEngineering
48,The 4Runner drives like a bag of rocks pulled by a Clydesdale that was recently exhumed from the Pet Semetary.,automotiveEngineering
48,"If the 4Runner could communicate, it would do so through pointing and grunting.",automotiveEngineering
48,"The 4Runner’s so old, The 4Runner’s so old VIN is 1.Then, after I complete a half-hour roast of the 4Runner, my inquisitor will usually reply, “Oh, well, I’ve got a 2017 4Runner.",automotiveEngineering
48,I love it.”And then I backtrack.,automotiveEngineering
48,"I backtrack like a 4Runner in reverse, which is to say slowly and accompanied by soft whining.",automotiveEngineering
48,"Well, it does have character, I say, and the back window rolls down.",automotiveEngineering
48,"Then we agree that the back window, which rolls down, is pretty sweet.",automotiveEngineering
49,It seems that one of the toughest jobs at Tesla is Director of Communications.,automotiveEngineering
49,"Most who have held the position have not stayed long, with the average time in the post about two years.",automotiveEngineering
49,"The automaker does not do traditional advertising, which puts weight on the communications director’s shoulders to tell The automaker’s story in more creative ways — and without the aid that advertising provides in stitching .",automotiveEngineering
49,"With Elon Musk’s massive Twitter following, and all of the controversies related to that, the director also has to respond to a lot of press inquiries, and many of a lot of press inquiries are negative.",automotiveEngineering
49,But we can’t pretend the controversies are fully genuine and isolated.,automotiveEngineering
49,"There are indeed powerful forces and entire large industries threatened by Tesla and what Tesla represents, and some of powerful forces and entire large industries threatened by Tesla and what it represents fight Tesla via 21st century means such as astroturfing and Twitter trolling.",automotiveEngineering
50,The 2021 Chevrolet Trailblazer is a compact crossover that slots into the automaker's lineup between the smaller Trax and the bigger Equinox.,automotiveEngineering
50,"Although the Trailblazer's dimensions place the Trailblazer closer to the small end of Chevy's crossover lineup, the Trailblazer's more closely associated with the bigger Blazer due to the bigger Blazer visual similarities.",automotiveEngineering
50,"The 2021 Chevy Trailblazer will go on sale in early 2020, although General Motors hasn't yet said how much The 2021 Chevy Trailblazer will cost.",automotiveEngineering
50,The new Trailblazer borrows heavily from the bigger Blazer in looks and curb appeal.,automotiveEngineering
50,The crossovers graft the Camaro's nose on a crossover with mostly good results.,automotiveEngineering
50,The sharper beak and big grille reach broadly into a strong line that continues down the body sides.,automotiveEngineering
50,"Like the Blazer, the Trailblazer kicks up at the rear end, highlighted by a contrasting roof that appears to ""float"" a la other on-trend crossovers.",automotiveEngineering
50,"Chevy hasn't given us a look at the Trailblazer's tail, but us expect the Trailblazer too will closely follow the Blazer.",automotiveEngineering
51,"The Subaru Forester and Toyota RAV4 were both pioneers of the car-based compact-SUV market, bringing a refined driving experience to a category populated with vehicles that drove like trucks.",automotiveEngineering
51,"Now, almost every automaker sells a compact SUV, but few are as accomplished as the Forester and RAV4.",automotiveEngineering
51,They have taken turns in dominating the CR Top Picks list since it started in 1997: 12 appearances for the Forester and nine for the RAV4.,automotiveEngineering
51,No other SUV in any class can match No other SUV in any class.,automotiveEngineering
51,"The RAV4 is consistently among the top-selling vehicles in the U.S., and more than 427,000 were sold in 2018.",automotiveEngineering
51,"The Forester sells well, more than 171,000 were sold in 2018, but The Forester doesn’t have the same widespread appeal of the RAV4.Subaru and Toyota have taken different tacks with Toyota compact SUVs.",automotiveEngineering
51,Today’s upright and boxy Forester has evolved from the wagonlike styling of the 1997 original.,automotiveEngineering
51,"Meanwhile, the RAV4 has undergone many, many design iterations, with today’s version having aggressive, trucklike styling.",automotiveEngineering
51,"But underneath their skins, their are very similar and their match up closely.",automotiveEngineering
52,To say we’re not fans of the BMW M2 Competition would be completely dishonest.,automotiveEngineering
52,"We love that coupe and that coupe is, perhaps, the best car in the German automaker’s current lineup.",automotiveEngineering
52,"But, like any new BMW, the M2 Competition isn't cheap.",automotiveEngineering
52,"In fact, thanks to a member of the Bimmerpost forum, the powerful coupe can get ridiculously expensive.",automotiveEngineering
52,"The M2 Competition carries an MSRP of $58,900 and The M2 Competition serves as a replacement for the standard M2 coupe.",automotiveEngineering
52,The biggest change was the replacement of the turbocharged engine with a new single scroll twin-turbo unit that utilizes the same carbon fiber strut as used in the M4.Power has also been increased to 405 hp and 406 lb-ft of torque.,automotiveEngineering
52,A six-speed manual comes standard while the 7-speed dual-clutch is optional.,automotiveEngineering
52,"Honestly, $60k isn’t terrible for that package.",automotiveEngineering
52,"However, that forum member discovered one specific new option that’ll immediately jack up the final price to nearly $84,000.",automotiveEngineering
52,That’s right.,automotiveEngineering
52,One option.,automotiveEngineering
52,What is it?,automotiveEngineering
52,An additional power upgrade?,automotiveEngineering
52,An all carbon fiber body?,automotiveEngineering
52,No and no.,automotiveEngineering
52,The answer is San Marino Blue Metallic paint.,automotiveEngineering
52,That’s right.,automotiveEngineering
52,"Blue exterior paint for an additional $24,480.",automotiveEngineering
52,Who will pay for this?,automotiveEngineering
53,The Trump administration takes aim at the government reports that justify climate action.,automotiveEngineering
53,Volkswagen struggles to secure enough batteries for Volkswagen mass-market EVs.,automotiveEngineering
53,German diesel supplier Bosch plans to start supplying electric motors.,automotiveEngineering
53,And our readers weigh in on EV purchase incentives.,automotiveEngineering
53,All this and more on Green Car Reports.,automotiveEngineering
53,"A new report shows that VW may need to revamp VW plan to procure enough batteries to power VW upcoming affordable electric vehicles, as some suppliers might not deliver.",automotiveEngineering
53,"German auto parts supplier Robert Bosch became famous for promoting German auto parts supplier Robert Bosch ""clean diesel"" emissions equipment.",automotiveEngineering
53,"Now that it's become clear that diesels are unlikely to make a comeback, diesels is branching out into supplying electric powertrains.",automotiveEngineering
53,"The quadrennial National Climate Assessment reports, required by Congress since 1990, underpin most government efforts to limit climate change.",automotiveEngineering
53,Now the Trump administration is limiting the scope of those reports.,automotiveEngineering
54,The 2020 Lexus RX's biggest changes are inside the cabin.,automotiveEngineering
54,"The dreaded Lexus Remote Touch interface finally adds Android Auto, Apple CarPlay, and Alexa integration.",automotiveEngineering
54,A new 8.0-inch screen now comes standard and an optional 12.3-inch unit returns.,automotiveEngineering
54,"The difference is that both are now touchscreens, which means you can minimize how often you use the overly complicated touchpad that we've criticized in various Lexuses over the years.",automotiveEngineering
54,Opting for the larger touchscreen also adds an enhanced voice command function that recognizes more phrases versus the standard one.,automotiveEngineering
54,"Lexus also revised the 2020 RX's suspension with thicker but hollow front and rear stabilizer bars, retuned dampers and shock absorbers, and stiffer anti-roll bars to improve ride comfort.",automotiveEngineering
54,The 2020 Lexus RX also gets a brake-based torque vectoring system the subtly applies the brakes on the inner wheels for better handling and stability through turns.,automotiveEngineering
54,F Sport models get an updated Active Variable Suspension system that's said to be more responsive than before.,automotiveEngineering
54,"Standard F Sport models include performance-tuned dampers as well as Sport+ and custom drive modes, while top-of-the-line F Sports add a cold air intake, active sound control, a special electric power steering system, and a heated steering wheel.",automotiveEngineering
55,"“When you buy a Ferrari, you pay for the engine and I’ll give you the rest of the car for free.”It’s one of Enzo Ferrari’s most famous proclamations, but the new SF90 Stradale stress-tests the idea of what constitutes a a Ferrari ‘engine’ to the max.",automotiveEngineering
55,"The company’s first series production PHEV – plug-in hybrid electric vehicle – the new car uses a heavily reworked version of Ferrari’s multi award-winning twin-turbo V8 in combination with three electric motors, one mounted on the rear between the engine and gearbox, and two on the front axle.",automotiveEngineering
55,"Naturally, this signifies the arrival of a whole set of new acronyms, including RAC-e – rotation axis control electric – which takes the concept of torque vectoring to the next level.",automotiveEngineering
55,"Ferrari experimented with all-wheel drive back in the mid-1980s, and it’s finally here.",automotiveEngineering
56,"The Lexus RX created the luxury crossover segment two decades ago, and even won our inaugural SUV of the Year competition with high levels of comfort, a car-like driving experience, and impeccable build quality.",automotiveEngineering
56,"Fast forward to today, the fourth-generation Lexus RX receives significant updates for the 2020 model year on the safety, multimedia, and chassis fronts.",automotiveEngineering
56,You'll need a magnifying glass to see the 2020 Lexus RX's exterior updates.,automotiveEngineering
56,"Thinner headlight clusters, a reshaped spindle grille with square-like inserts, and updated taillights comprise the most obvious changes from the outside.",automotiveEngineering
56,"The interior looks similar to the pre-refresh model except for the addition of paddle shifters, six standard USB ports and standard NuLuxe leatherette upholstery on all variants.",automotiveEngineering
57,"Under the hood, the Explorer Hybrid has a 3.3-liter, naturally aspirated V6, complemented by a 1.5-kilowatt-hour battery and 35-kilowatt electric motor.",automotiveEngineering
57,"The Hybrid delivers a total of 318 horsepower and 322 pound-feet of torque, and buyers can spec the electrified powertrain with either rear- or all-wheel drive.",automotiveEngineering
57,A 10-speed automatic transmission handles shifting duties.,automotiveEngineering
57,"The Explorer Hybrid doesn't allow me to choose when The Explorer Hybrid uses electric power, and The Explorer Hybrid just operates in The Explorer Hybrid most efficient mode all the time.",automotiveEngineering
57,"It relies on battery-only power at parking lot speeds, the engine kicking in when you're up and moving on the road.",automotiveEngineering
57,"The Explorer Hybrid certainly doesn't leap off the line, but The Explorer Hybrid gets up to speed quickly enough, and offers ample power for cruising and passing along the open highways of my test route.",automotiveEngineering
58,The 2019 Jaguar F-Pace SVR captivated us in Europe with its punchy powertrain and deafening exhaust note.,automotiveEngineering
58,"Jag's super SUV has finally made it to our shores, but with one key difference, unlike the sticky summer performance tires fitted in our European test vehicle, all F-Pace SVRs headed to the U.S. can only be had with all-season rubbers (Pirelli Scorpion Zeros, to be exact).",automotiveEngineering
58,We've been eager to see how those less aggressive tires would affect We impressions and now We've had the chance.,automotiveEngineering
58,One thing that hasn't wavered is our admiration for this engine.,automotiveEngineering
58,"Producing 550 horsepower and 502 lb-ft, the F-Pace SVR's 5.0-liter supercharged V-8 is explosive, V-8 immediate power delivery is simply unmatched by turbocharged competitors that often feel laggy off the line.",automotiveEngineering
58,"The eight-speed automatic behaves well with the high-strung engine and both, along with the all-wheel-drive system, help propel the 4,632-pound SVR to 60 mph in just 3.7 seconds.",automotiveEngineering
58,Reaching the quarter mile took 12.0 second at 116.5 mph.,automotiveEngineering
59,"It’s ironic that my coffeemaker would give up the ghost the same week I’m driving the all-new 2019 Hyundai Kona, a vehicle as satisfying as the cup of coffee it brings to mind.",automotiveEngineering
59,"The question is, is it a Braun or a Keurig?From a looks standpoint, it’s a Braun, albeit a new one.",automotiveEngineering
59,"There’s little sense of classicism here, merely an over-caffeinated design that wears its cheap gray plastic cladding reminiscent of a Pontiac Aztek.",automotiveEngineering
59,"Couple that with an over-caffeinated headlight design, a large aggressive grille, swoopy side sculpting, bulging wheel arches and the cliched blacked-out rear roof pillars, and you’ll wonder if Homer Simpson - or someone at De’Longhi - designed an over-caffeinated headlight design.",automotiveEngineering
59,"It cloaks a perfectly ingratiating subcompact crossover, one that starts at a reasonable $21,035.",automotiveEngineering
59,"Offered in SE and SEL trim with a 147-horsepower 2.0-liter engine mated to a six-speed automatic transmission, it’s also available in plusher Limited, Ultimate and Iron Man trim (the latter being finished in gray and red) starting at $26,595, and fitted with a 174-horsepower 1.6-liter four mated to a seven-speed dual-clutch transmission.",automotiveEngineering
60,Another startup is joining the long list of companies developing flying cars.,automotiveEngineering
60,"Alaka’i Technologies is launching a new craft called the Skai, and like many competitors, Alaka’i plans to use Alaka’i vehicle as a flying taxi or delivery van.",automotiveEngineering
60,"What sets the Skai apart is the Skai power source: Hydrogen fuel cells.“It’s the cleanest form of energy available on the planet,” Alaka’i board member Dr. Bruce Holmes told Digital Trends regarding the choice of hydrogen.",automotiveEngineering
60,"Many competitor designs use batteries, but Alaka’i believes Alaka’i can achieve a lower environmental impact and better performance from fuel cells, Holmes said.",automotiveEngineering
60,"Fuel cells have much greater energy density than batteries, much greater energy density than batteries said, meaning Fuel cells can store more energy in a given volume.",automotiveEngineering
60,That allows for a reduction in weight without sacrificing operating range.,automotiveEngineering
60,"The Skai’s fuel cells are also 99% recyclable, don’t use the rare-earth metals found in lithium-ion batteries, and have a decades-long lifespan, Holmes said.",automotiveEngineering
60,"Refueling is also quicker than recharging a battery pack, at under 10 minutes.",automotiveEngineering
61,"Last week, we looked at how Norway went from subsidizing the sale of a few electric cars to making it normal to buy an electric car, and wondered how they did it.",automotiveEngineering
61,"It took not only tax abatements and incentives for electric cars, but also longstanding, onerous Norwegian taxes on gasoline and diesel vehicles.",automotiveEngineering
61,"We wondered, from the perspective of We readers, which of those types of incentives might be most effective at promoting more EV sales in the U.S.For We Twitter poll last week, We asked: ""What kind of EV incentives are most effective?""",automotiveEngineering
61,"In addition to the standard Norwegian ""push"" and ""pull"" incentives, we included more ubiquitous incentives such as carpool lane access, and broke the standard EV incentives into two different types, credits and rebates, since many observers believe a straight rebate at the point of sale might be more effective than a tax credit that can be collected later, and for which some taxpayers might not qualify.",automotiveEngineering
62,China has unveiled a prototype maglev train with a top speed of 373 mph (600 km/h).,automotiveEngineering
62,CNN reported that the train was developed by the state-owned China Railway Rolling Stock Corporation (CRRC).,automotiveEngineering
62,The train will undergo a period of further testing before scheduled production in 2021.The commercial maglev train will carry passengers between Shanghai and Beijing.,automotiveEngineering
62,"This journey takes approximately 12 hours by car, 4.5 hours by plane, or 5.5 hours with high-speed rail – but with the new train will take only 3.5 hours, CRRC’s deputy chief engineer Ding Sansan told CNN.How can the new train go so fast?!",automotiveEngineering
62,"Essentially, it floats.",automotiveEngineering
62,Strong magnetic repulsion can both lift the train off of the ground and propel the train forward with minimal friction in contrast to traditional trains using wheels on a track.,automotiveEngineering
62,It’s also important that the train body is designed to be lightweight and high strength.,automotiveEngineering
63,"Rappers like Cardi B and Kanye West get lots of crap from automotive enthusiasts for a perceived lack of taste, but truth is, these music visionaries may be onto something: The 2019 Lamborghini Urus may very well be one of the best vehicles to ever wear the famed prancing bull on The 2019 Lamborghini Urus nose.",automotiveEngineering
63,"Lamborghinis, from the famed Countach up to the modern-day Aventador, have been many things, fast, expensive, and beautifully styled, but easy to drive has never been one of Lamborghinis, from the famed Countach up to the modern-day Aventador.",automotiveEngineering
63,The closest Lambo has come is with the Huracan.,automotiveEngineering
63,"I chaperoned our long-term Huracan (yes, I said long-term) during our stay with our, and while it's the closest Lambo had ever come to building a car an owner could daily drive, our tight cabin, tiny trunk, and lack of visibility meant our couldn't challenge something like a Porsche 911 or Chevrolet Corvette in terms of performance and everyday comfort.",automotiveEngineering
64,But would this be enough to entice you to buy one?,automotiveEngineering
64,The Zotye T600 is set to be one of the first Chinese-built cars to go on sale in the United States.,automotiveEngineering
64,Zotye USA and partner company HAAH Automotive Holdings are making a smart move entering the US market with a compact crossover rather than a sedan or hatchback.,automotiveEngineering
64,The only issue is that the T600 looks pretty cheap.,automotiveEngineering
64,"A few of our commenters pointed out it looks like the outgoing Volkswagen Tiguan, which is not high praise for a brand-new car in 2019.Like other Chinese automakers, Zotye has had an issue in the past with some of Zotye cars looking like models from other manufacturers.",automotiveEngineering
64,"The T700 looked like a Porsche Macan and the T900 looked like a Range Rover, so we wouldn't be surprised if the T600 undergoes some styling changes before the T600 arrives in the US to avoid angering VW.",automotiveEngineering
65,"Opel is no longer part of the General Motors empire, so the paths you see the automaker taking now will be harder to relate to the US market, if it's even possible in the first place.",automotiveEngineering
65,"Nevertheless, a new 300-horsepower plug-in hybrid is always worth celebrating, even if a new 300-horsepower plug-in hybrid's forbidden fruit in the US.Opel on Monday unveiled the Grandland X Hybrid4 crossover.",automotiveEngineering
65,"Opel's first plug-in hybrid is the start of a big electrification push, as the automaker wants to electrify the automaker entire lineup by 2024.",automotiveEngineering
65,"Battery-electric cars are on the way, but for now, consider this an amuse bouche.",automotiveEngineering
65,The Opel Grandland X Hybrid4 starts with a 1.6-liter turbocharged I4 that puts out 200 horsepower on The Opel Grandland X Hybrid4 own.,automotiveEngineering
65,"That setup is mated to a pair of electric motors, one on each axle, that combines with the gas engine to generate a net 300 hp.",automotiveEngineering
66,Germany's Opel on Monday unveiled Germany's Opel first plug-in hybrid in the form of the Grandland X Hybrid4.,automotiveEngineering
66,"First previewed as a concept at the 2017 Frankfurt International Motor Show, the Grandland X Hybrid4 small SUV will start deliveries in markets where Opel (and Vauxhall) operates in early 2020.",automotiveEngineering
66,"Pricing hasn't been announced but the standard Grandland X starts at 24,250 euros (approximately $27,250) in Opel's home market.",automotiveEngineering
66,"The Grandland X Hybrid4's powertrain is borrowed from the parts bin of Opel's PSA Group parent and includes a 1.6-liter turbocharged inline-4 mated to an electric motor and 8-speed automatic transmission at the front axle, plus a second electric motor at the rear axle to form an all-wheel-drive system.",automotiveEngineering
66,"The setup, good for 300 horsepower, made its debut in 2017 in the DS 7 Crossback, which rides on the same platform as the Opel Grandland X.",automotiveEngineering
67,A new study suggests bigger is better when it comes to car safety.,automotiveEngineering
67,Online automotive marketplace and research outfit iseecars.com took fatal accident reports from NHTSA covering 2013 to 2017 models and combined 2017 models with information from its used car sales database to come up with a ranked list of vehicles with the most occupant fatalities per billion miles driven.,automotiveEngineering
67,"(IIHS)At the top is the Mitsubishi Mirage at 10.8, followed by the Chevrolet Corvette (9.8), Honda Fit (7.7), Kia Forte (7.4) and Chevrolet Spark (7.2), with the average for all vehicles at 2.6.",automotiveEngineering
67,"A total of 14 models had fatality rates that were double the average or more, using the methodology, and all of them are either small cars or sports cars.",automotiveEngineering
67,"The subcompact Mirage is one of the most inexpensive vehicles on sale today, with a starting price of $14,945.",automotiveEngineering
68,The 2019 Mercedes-Benz GLS can carry seven adults in comfort.,automotiveEngineering
68,"Mercedes' big, three-row sport utility is often overlooked because it's not as flashy or sexy as some other Mercs, but there's a lot of goodness in the GLS.",automotiveEngineering
68,"The 2019 model marks the fifth year of this SUV's current design, but our review uncovered very little that needs changing.",automotiveEngineering
68,"Luxury SUVs are generally seen as, at least according to the marketing, the sporty option in the segment.",automotiveEngineering
68,"The emphasis is always on power delivery, muscle, and four-wheel drive capability.",automotiveEngineering
68,"Hauling kids and gear in comfort and style is not so much a part of the luxury utility persona, in the same way that having massaging seats and self-parking aren't generally big marketing points for pickup trucks.",automotiveEngineering
68,"Hauling the family around to do things may not be particularly glamorous, but it's where the real daily-use happiness is found.",automotiveEngineering
69,Tesla's updated Navigate on Autopilot software now lets some drivers choose whether the car can automatically change lanes without his or her input.,automotiveEngineering
69,"The automaker says the change is an attempt to make driving “more seamless.” But Consumer Reports observed the opposite in Consumer Reports own tests, finding Consumer Reports doesn’t work very well and could create safety risks for drivers.",automotiveEngineering
69,Tesla added the lane-changing update to Tesla Navigate on Autopilot feature last month as part of a promised upgrade to the package of driver assist features.,automotiveEngineering
69,We first reviewed Navigate on Autopilot in November and found Autopilot technologically impressive.,automotiveEngineering
69,But we also raised concerns about its performance in heavy traffic.,automotiveEngineering
69,"To enable the new feature, a driver must first change the system's settings, essentially giving the car permission to change lanes on the car permission own.",automotiveEngineering
69,"The driver can cancel an automated lane change that’s in progress at any time by using the turn-signal stalk, braking, or holding the steering wheel in place.",automotiveEngineering
70,"According to official EPA figures, the all-electric version of the Hyundai Kona has a range of 258 miles.",automotiveEngineering
70,"Its 64 kWh battery powers a 150 kW electric motor, solely powering the front wheels.",automotiveEngineering
70,That combination amounts to an impressive 201 horsepower and 291 pound-feet of torque.,automotiveEngineering
70,The onboard 7.2 kW charger enables this electric crossover to recharge its lithium-ion battery pack in approximately 9-1/2 hours when connected to a Level 2 (L2) charger.,automotiveEngineering
70,"If you don’t have that much idle time, connect that much idle time to a 45 kW DC fast charger (L3), and you get back up to 80 percent capacity in around 1 hour.",automotiveEngineering
70,"The Kona fits into the subcompact crossover category — comparable in size to Subaru Crosstrek, Mazda CX-3, Honda HR-V and its cousin the Kia Niro EV.",automotiveEngineering
70,"Passenger volume measures 94.1 cubic feet, which is nearly identical to the Chevy Bolt.",automotiveEngineering
71,"The CLS 450’s distinguishing visual characteristic is The CLS 450’s distinguishing visual characteristic smoothness, from the exterior to the cabin.",automotiveEngineering
71,I find the CLS 450 to be understated in a good way.,automotiveEngineering
71,"It’s not quite as big or dramatic as the S-Class, opting instead for subtlety – but not subtlety without beauty.",automotiveEngineering
71,The lines flow cleanly from front to rear.,automotiveEngineering
71,"This is most readily seen in profile, where the unique shape, long hood and short rear decklid can all be seen at the same time.",automotiveEngineering
71,"Up front, the grille is the highlight, with attractive detailing featuring small “pellets” that radiate out from the large Mercedes logo in the middle.",automotiveEngineering
71,"Inside, the cabin is similar in styling, with a curved dashboard that wraps around front occupants.",automotiveEngineering
71,My test vehicle included subtle LED lighting running from door to door in a seamless line.,automotiveEngineering
71,"Everything about the interior feels intentional, from the materials to the ergonomic placement of the controls and even the air vents.",automotiveEngineering
71,The backseat features outboard seats with plenty of sculpting for passengers to nestle into.,automotiveEngineering
72,My driveway is steep.,automotiveEngineering
72,"Over the past couple of months, I started noticing the CTR's traction control light blinking when I drove up the CTR.",automotiveEngineering
72,I also noticed it when joining traffic on a 50-mph boulevard near my house.,automotiveEngineering
72,"I've put on most of the Civic's miles commuting, but several trips to the hills surrounding L.A. as well as Randy Pobst ""dusting off"" the racing line at Willow Springs (three laps without a data logger attached, doh!)",automotiveEngineering
72,"means the stock Continental SportContact 6 tires were, well, tired.",automotiveEngineering
